name,address,full_day_seats,lat,lon
P.S. 28 - The Thomas Emanuel Early Childhood Center,109-10 47 Avenue,-,40.7471,-73.8544
P.S. 068 Cambridge,59-09 Saint Felix Avenue,-,40.697,-73.8974
P.S. / I.S. 087 Middle Village,67-54 80 Street,-,40.7119,-73.8713
P.S. 088 Seneca,60-85 Catalpa Avenue,-,40.7041,-73.8965
P.S. 091 Richard Arkwright,68-10 Central Ave,36,40.7035,-73.884
P.S. 153 Maspeth Elem,60-02 60 Lane,-,40.7163,-73.9045
P.S. 229 Emanuel Kaplan,67-25 51 Road,-,40.7347,-73.8971
P.S. 239,17-15 Weirfield Street,-,40.6994,-73.9038
Learners and Leaders,378 Seneca Avenue,-,40.7072,-73.9152
P.S. 020 John Bowne,142-30 Barclay Avenue,108,40.7584,-73.8244
P.S. 021 Edward Hart,147-36 26 Avenue,90,40.7741,-73.8186
P.S. 022 Thomas Jefferson,153-33 Sanford Avenue,-,40.7617,-73.8114
P.S. 029 Queens,125-10 23 Avenue,-,40.7786,-73.8433
P.S. 032 State Street,171-11 35 Avenue,36,40.7648,-73.7944
P.S. 079 Francis Lewis,147-27 15 Drive,-,40.7857,-73.8153
P.S. 107 Thomas A Dooley,167-02 45 Avenue,72,40.7554,-73.7995
P.S. 120 Queens,58-01 136 Street,72,40.7456,-73.8293
P.S. 129 Patricia Larkin,128-02 7 Avenue,18,40.7899,-73.8395
P.S. 130,200-01 42 Avenue,18,40.7602,-73.784
P.S. 154 Queens,75-02 162 Street,36,40.7269,-73.8069
P.S. 163 Flushing Heights,159-01 59 Avenue,-,40.7411,-73.8088
P.S. 164 Queens Valley,138-01 77 Avenue,-,40.7209,-73.8234
P.S. 165 Edith K. Bergtraum,70-35 150 Street,46,40.7297,-73.817
P.S. 169 Bay Terrace,18-25 212 Street,36,40.7823,-73.7784
P.S. 184 Flushing Manor,163-15 21 Road,36,40.7789,-73.7998
P.S. 193 Alfred J. Kennedy,152-20 11 Avenue,54,40.7925,-73.8096
PS/MS 200 - The Pomonok School & STAR Academy,70-10 164 Street,-,40.7313,-73.8057
P.S. 201 The Discovery School for Inquiry and Research,65-11 155 Street,36,40.7365,-73.813
P.S. 209 Clearview Gardens,16-10 Utopia Parkway,-,40.7839,-73.7948
P.S. 214 Cadwallader Colden,31-15 140 Street,36,40.7701,-73.8285
P.S. 219 Paul Klapper,144-39 Gravett Road,36,40.7351,-73.8253
P.S. 242 Leonard P. Stavisky Early Childhood School,29-66 137 Street,18,40.7698,-73.832
The Active Learning Elementary School,137-20 Franklin Avenue,36,40.7545,-73.8262
"The Queens College School for Math, Science and Technology",148-20 Reeves Avenue,,40.737,-73.8215
P.S. 026 Rufus King,195-02 69 Avenue,-,40.7359,-73.7776
P.S. 031 Bayside,211-45 46 Road,36,40.7583,-73.7692
P.S. 115 Glen Oaks,80-51 261 Street,54,40.7441,-73.7098
P.S. 133 Queens,248-05 86 Avenue,18,40.7317,-73.7179
P.S. 159,205-01 33 Avenue,-,40.7701,-73.784
P.S. 173 Fresh Meadows,174-10 67 Avenue,-,40.7342,-73.7953
P.S./ IS 178 Holliswood,189-10 Radnor Road,18,40.7244,-73.7775
P.S. 186 Castlewood,252-12 72 Avenue,30,40.75,-73.7217
P.S. 188 Kingsbury,218-12 Hartland Avenue,36,40.736,-73.754
P.S. 191 Mayflower,85-15 258 Street,-,40.7343,-73.7091
P.S. 203 Oakland Gardens,53-11 Springfield Boulevard,54,40.7536,-73.7598
P.S. 205 Alexander Graham Bell,75-25 Bell Boulevard,-,40.7383,-73.757
P.S. 213 The Carl Ullman School,231-02 67 Avenue,72,40.7475,-73.7454
P.S. 221 The North Hills School,57-40 Marathon Parkway,-,40.7588,-73.7315
P.S. / I.S. 266,74-10 Commonwealth Boulevard,-,40.746,-73.7284
P.S./M.S 042 R. Vernam,488 Beach 66 Street,-,40.5948,-73.7953
P.S. 043,160 Beach 29 Street,54,40.5944,-73.7618
P.S. 045 Clarence Witherspoon,126-28 150 Street,18,40.6694,-73.7889
P.S. 047 Chris Galas,9 Power Road,-,40.6067,-73.8202
P.S. 051,87-45 117 Street,-,40.6982,-73.832
P.S. 060 Woodhaven,91-02 88 Avenue,-,40.6914,-73.8528
P.S. 066 Jacqueline Kennedy Onassis,85-11 102 Street,36,40.6977,-73.8465
P.S. 090 Horace Mann,86-50 109 Street,-,40.6967,-73.8391
P.S. 096,130-01 Rockaway Boulevard,36,40.6754,-73.8081
P.S. 097 Forest Park,85-52 85 Street,18,40.6942,-73.86
P.S. 104 The Bays Water,26-01 Mott Avenue,28,40.6036,-73.7518
P.S. 105 The Bay School,420 Beach 51 Street,36,40.5958,-73.7819
P.S. 106,180 Beach 35 Street,18,40.5954,-73.7675
P.S. 108 Captain Vincent G. Fowler,108-10 109 Avenue,-,40.6917,-73.7977
P.S. 123,145-01 119 Avenue,54,40.6789,-73.7956
P.S. 146 Howard Beach,98-01 159 Avenue,-,40.6599,-73.8352
P.S. 155,130-02 115 Avenue,54,40.6795,-73.8107
P.S. 183 Dr. Richard R. Green,2-45 Beach 79 Street,18,40.589,-73.8053
P.S. 197 The Ocean School,825 Hicksville Road,54,40.6001,-73.7439
P.S. 207 Rockwood Park,159-15 88 Street,-,40.6577,-73.8439
P.S. 223 Lyndon B. Johnson,125-20 Sutphin Boulevard,30,40.6747,-73.7904
P.S. 253,1307 Central Avenue,30,40.6072,-73.7488
P.S. 254 - The Rosa Parks School,84-40 101 Street,36,40.6971,-73.8477
P.S. 273,88-07 102Nd Street,36,40.6935,-73.8446
New York City Academy for Discovery,95-16 89Th Avenue,36,40.6915,-73.8486
WATERSIDE CHILDREN'S STUDIO SCHOOL,190 Beach 110 Street,54,40.5811,-73.8319
Goldie Maple Academy,3-65 Beach 56 Street,72,40.594,-73.7867
Wave Preparatory Elementary School,535 Briar Place,36,40.5992,-73.7583
P.S. 040 Samuel Huntington,109-20 Union Hall Street,36,40.694,-73.7908
P.S. 048 William Wordsworth,108-29 155 Street,18,40.6937,-73.7963
P.S. 050 Talfourd Lawn Elementary,143-26 101 Avenue,36,40.6949,-73.8068
P.S. 055 Maure,131-10 97 Avenue,-,40.6936,-73.8161
P.S. Q086,87-41 Parson Boulevard,-,40.7092,-73.8024
P.S. 101 School in the Gardens,2 Russell Place,18,40.7155,-73.8434
P.S. 117 J. Keld / Briarwood School,85-15 143 Street,-,40.6858,-73.8015
P.S. 121 Queens,126-10 109 Avenue,-,40.6837,-73.8155
P.S. 140 Edward K Ellington,166-01 116 Avenue,36,40.6875,-73.7812
P.S. 144 Col Jeromus Remsen,93-02 69 Avenue,36,40.7149,-73.8524
P.S. 160 Walter Francis Bishop,109-59 Inwood Street,54,40.6881,-73.8005
P.S. 161 Arthur Ashe School,101-33 124 Street,-,40.6904,-73.8211
P.S. 174 William Sidney Mount,65-10 Dieterle Crescent,-,40.7206,-73.8615
P.S. 206 The Horace Harding School,61-02 98 Street,-,40.7347,-73.8608
P.S. 220 Edward Mandel,61-10 108 Street,-,40.7365,-73.8514
The Academy for Excellence through the Arts,108-55 69 Avenue,36,40.7135,-73.8543
PS 354,126-10 Bedell Street,18,40.6803,-73.7744
P.S. 015 Jackie Robinson,121-15 Lucas Street,18,40.6861,-73.7565
P.S. 034 John Harvard,104-12 Springfield Boulevard,-,40.7353,-73.7464
P.S. 035 Nathaniel Woodhull,191-02 90 Avenue,18,40.7137,-73.7695
Cynthia Jenkins School,179-37 137 Avenue,54,40.6762,-73.7588
P.S. 052 Queens,178-37 146 Terrace,36,40.6611,-73.7672
PS/IS 116 William C. Hughley,107-25 Wren Place,54,40.7005,-73.7818
P.S. 118 Lorraine Hansberry,190-20 109 Road,-,40.7036,-73.7659
P.S. 132 Ralph Bunche,132-15 218 Street,54,40.6821,-73.7499
P.S. 134 Hollis,203-02 109 Avenue,36,40.708,-73.7552
P.S. 136 Roy Wilkins,201-15 115 Avenue,36,40.6989,-73.7527
P.S./ M.S.138 Sunrise,251-11 Weller Avenue,36,40.6599,-73.7343
PS/MS 147 Ronald McNair,218-01 116 Avenue,18,40.698,-73.7402
P.S. 176 Cambria Heights,120-45 235 Street,18,40.6854,-73.73
P.S. 181 Brookfield,148-15 230 Street,36,40.6562,-73.7531
P.S. 195 William Haberle,253-50 149 Avenue,54,40.6526,-73.7356
P.S./I.S. 295,222-14 Jamaica Avenue,-,40.7093,-73.7752
P.S. 017 Henry David Thoreau,28-37 29 Street,-,40.7685,-73.9229
P.S. 069 Jackson Heights,77-02 37 Avenue,-,40.7493,-73.8885
P.S. 070 Queens,30-45 42 Street,-,40.7617,-73.914
P.S. 076 William Hallet,36-36 10 Street,54,40.7607,-73.9413
P.S./I.S. 78Q,48-09 Center Boulevard,36,40.7446,-73.958
P.S. 084 Steinway,22-45 41 Street,36,40.7713,-73.9066
P.S. 085 Judge Charles Vallone,23-70 31 Street,64,40.7728,-73.9148
P.S. 092 Harry T. Stewart Sr.,99-01 34 Avenue,-,40.7555,-73.8691
P.S. 111 Jacob Blackwell,37-15 13 Street,36,40.7587,-73.9394
P.S. 112 Dutch Kills,25-05 37 Avenue,36,40.7591,-73.9389
P.S. 122 Mamie Fay,21-21 Ditmars Boulevard,-,40.7805,-73.9158
P.S. 127 Aerospace Science Magnet,98-01 25 Avenue,-,40.7655,-73.8709
P.S. 148 Queens,89-02 32 Avenue,-,40.7584,-73.8788
P.S. 150 Queens,40-01 43 Avenue,-,40.745,-73.9191
P.S. 151 Mary D. Carter,50-05 31 Avenue,66,40.758,-73.898
P.S. 152 Gwendoline N. Alleyne School,33-52 62 Street,-,40.7526,-73.9003
P.S. 166 Henry Gradstein,33-09 35 Avenue,-,40.7627,-73.9387
P.S. 171 Peter G. Van Alst,14-14 29 Avenue,28,40.7712,-73.9289
P.S. Q222 - Fire Fighter Christopher A. Santora School,86-15 37 Avenue,-,40.7504,-73.88
P.S. 228 Early Childhood Magnet School of the Arts,32-63 93 Street,-,40.7569,-73.8749
P.S. 234,30-15 29 Street,-,40.7726,-73.9169
P.S. 001 Tottenville,58 Summit Street,-,40.5086,-74.2439
P.S. 003 The Margaret Gioiosa School,80 South Goff Avenue,18,40.5208,-74.2118
P.S. 004 Maurice Wollin,200 Nedra Lane,-,40.5528,-74.1948
P.S. 006 Corporal Allan F. Kivlehan School,555 Page Avenue,-,40.5106,-74.231
P.S. 008 Shirlee Solomon,112 Lindenwood Road,-,40.5479,-74.1519
Naples Street Elementary School,1055 Targee Street,36,40.6022,-74.0914
P.S. 011 Thomas Dongan School,50 Jefferson Street,18,40.5909,-74.0983
P.S. 013 M. L. Lindemeyer,191 Vermont Avenue,-,40.6133,-74.069
P.S. 016 John J. Driscoll,80 Monroe Avenue,28,40.6396,-74.0796
P.S. 018 John G. Whittier,221 Broadway,54,40.636,-74.1175
P.S. 019 The Curtis School,780 Post Avenue,36,40.6306,-74.1269
P.S. 022 Graniteville,1860 Forest Avenue,-,40.6248,-74.1506
P.S. 023 Richmondtown,30 Natick Street,-,40.5708,-74.1332
P.S. 026 The Carteret School,4108 Victory Boulevard,-,40.5917,-74.1907
P.S. 029 Bardwell,1581 Victory Boulevard,18,40.614,-74.1162
P.S. 030 Westerleigh,200 Wardwell Avenue,18,40.6179,-74.1331
P.S. 031 William T. Davis,55 Layton Avenue,18,40.642,-74.0855
P.S. 032 The Gifford School,32 Elverton Avenue,-,40.5552,-74.1542
P.S. 036 J. C. Drumgoole,255 Ionia Avenue,-,40.543,-74.1823
P.S. 038 George Cromwell,421 Lincoln Avenue,18,40.5749,-74.0994
P.S. 039 Francis J. Murphy Jr.,71 Sand Lane,-,40.5976,-74.0714
P.S. 041 New Dorp,216 Clawson Street,18,40.5741,-74.1092
P.S. 042 Eltingville,380 Genesee Avenue,-,40.5522,-74.169
P.S. 044 Thomas C. Brown,80 Maple Parkway,84,40.6317,-74.1573
P.S. 046 Albert V. Maniscalco,41 Reid Avenue,-,40.5938,-74.0806
P.S. 048 William C. Wilcox,1050 Targee Street,-,40.6026,-74.0903
P.S. 050 Frank Hankinson,200 Adelaide Avenue,18,40.5609,-74.1242
P.S. 052 John C. Thompson,450 Buel Avenue,-,40.5826,-74.089
P.S. 053 Bay Terrace,330 Durant Avenue,48,40.5525,-74.1371
P.S. 054 Charles W. Leng,1060 Willowbrook Road,-,40.6031,-74.1378
P.S. 055 Henry M. Boehm,54 Osborne Street,-,40.5366,-74.1631
P.S. 056 The Louis Desario School,250 Kramer Avenue,-,40.5422,-74.2139
P.S. 057 Hubert H. Humphrey,140 Palma Drive,48,40.6112,-74.0838
Space Shuttle Columbia School,77 Marsh Avenue,-,40.5828,-74.1609
The Harbor View School,300 Richmond Terrace,36,40.6478,-74.0831
P.S. 060 Alice Austen,55 Merrill Avenue,-,40.6106,-74.1626
P.S. 065 The Academy Of Innovative Learning,98 Grant Street,36,40.6337,-74.0784
P.S. 074 Future Leaders Elementary School,211 Daniel Low Terrace,36,40.639,-74.0794
P.S. 078,100 Tompkins Avenue,18,40.6224,-74.0792
Staten Island School of Civic Leadership,280 Regis Drive,18,40.6203,-74.1644
P.S. 045 Horace E. Greene,84 Schaefer Street,54,40.6864,-73.9105
P.S. 075 Mayda Cortiella,95 Grove Street,54,40.6933,-73.9213
P.S. 106 Edward Everett Hale,1328 Putnam Avenue,36,40.6937,-73.9132
P.S. 123 Suydam,100 Irving Avenue,18,40.7037,-73.9226
P.S. 145 Andrew Jackson,100 Noll Street,72,40.7016,-73.9324
P.S. 151 Lyndon B. Johnson,763 Knickerbocker Avenue,18,40.6933,-73.9087
P.S. 274 Kosciusko,800 Bushwick Avenue,54,40.6942,-73.9282
P.S. 299 Thomas Warren Field,88 Woodbine Street,36,40.6913,-73.9179
P.S. 377 Alejandrina B. De Gautier,200 Woodbine Street,36,40.694,-73.9153
P.S. /I.S. 384 Frances E. Carter,242 Cooper Street,36,40.6903,-73.9048
P.S. 116 Mary Lindley Murray,210 East 33 Street,,40.7449,-73.9782
P.S. 212 Midtown West,328 West 48 Street,,40.7615,-73.9882
River East Elementary,508 East 120 Street,,40.7976,-73.9311
P.S. 005 Ellen Lurie,3703 Tenth Avenue,,40.859,-73.9228
P.S. 008 Luis Belliard,465 West 167 Street,,40.8389,-73.9368
Bronx Delta School,650 Hollywood Avenue,,40.8267,-73.818
P.S./M.S. 004 Crotona Park West,1701 Fulton Avenue,,40.8421,-73.8975
P.S. 058,459 East 176 Street,,40.8462,-73.8991
P.S. 078 Anne Hutchinson,1400 Needham Avenue,,40.8785,-73.8513
Linden Tree Elementary School,1560 Purdy Street Pkway Ea,,40.8381,-73.8534
P.S. 109,1001 East 45 Street,,40.6372,-73.9337
P.S. 269 Nostrand,1957 Nostrand Avenue,,40.6377,-73.9477
A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,70-02 54 Avenue,,40.7285,-73.8933
The Children's Lab School,45-46 42nd Street,,40.7425,-73.9226
P.S. 063 Old South,90-15 Sutter Avenue,,40.677,-73.8468
Queens Explorer's Elementary,90-07 101st Avenue,,40.6831,-73.8501
P.S. 080 Thurgood Marshall Magnet,171-05 137 Avenue,,40.6735,-73.7691
P.S. 175 The Lynn Gross Discovery School,64-35 102 Street,,40.731,-73.8522
The Bellaire School,207-11 89 Avenue,,40.7208,-73.7576
P.S. 156 Laurelton,229-02 137 Avenue,,40.6722,-73.7433
P.S. 251 Queens,144-51 Arthur Street,,40.6642,-73.7603
P.S. 069 Daniel D. Tompkins,144 Keating Place,,40.5915,-74.1573
The Michael J. Petrides School,715 Ocean Terrace,,40.6083,-74.1059
P.S. 273 Wortman,923 Jerome Street,,40.6579,-73.8793
